,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
13089,US,Russian River Valley,Estate Grown,91,28.0,California,J Vineyards & Winery 2012 Estate Grown Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery,2012
13090,US,Calistoga,The Aristocrat,90,85.0,California,Buena Vista 2012 The Aristocrat Red (Calistoga),Red Blend,Buena Vista,2012
13091,US,Adelaida District,LPF,92,65.0,California,The Farm Winery 2012 LPF Red (Adelaida District),Bordeaux-style Red Blend,The Farm Winery,2012
13092,US,Sonoma Coast,Whistler Vineyard,95,52.0,California,Failla 2012 Whistler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Failla,2012
13093,France,Touraine,Domaine de la Brossette,87,18.0,Loire Valley,Domaine Joël Delaunay 2012 Domaine de la Brossette Red (Touraine),Red Blend,Domaine Joël Delaunay,2012
13094,US,Alexander Valley,Stuhlmuller Vineyard Reserve,91,32.0,California,Summers 2012 Stuhlmuller Vineyard Reserve Chardonnay (Alexander Valley),Chardonnay,Summers,2012
13095,Turkey,,Cabernet Sauvignon-Cabernet Franc,88,17.0,Thrace,Suvla 2012 Cabernet Sauvignon-Cabernet Franc Rosé (Thrace),Rosé,Suvla,2012
13096,Chile,,Reserve,84,15.0,Maipo Valley,Santa Ema 2012 Reserve Merlot (Maipo Valley),Merlot,Santa Ema,2012
13097,US,Sonoma County,,85,20.0,California,Louis M. Martini 2012 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Louis M. Martini,2012
13098,Austria,,Perwolff,95,79.0,Südburgenland,Krutzler 2012 Perwolff Blaufränkisch (Südburgenland),Blaufränkisch,Krutzler,2012
13099,US,Columbia Valley (WA),Impératrice,90,49.0,Washington,William Grassie 2012 Impératrice Red (Columbia Valley (WA)),Bordeaux-style Red Blend,William Grassie,2012
13100,US,Alexander Valley,Rockaway,88,75.0,California,Rodney Strong 2012 Rockaway Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Rodney Strong,2012
13101,US,Clarksburg,Insieme 49.41.10,85,30.0,California,Heringer 2012 Insieme 49.41.10 Red (Clarksburg),Red Blend,Heringer,2012
13102,US,Napa Valley,,90,35.0,California,Sparrow Hawk 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sparrow Hawk,2012
13103,France,Bordeaux Blanc,,91,,Bordeaux,Château Argadens 2012 Bordeaux Blanc,Bordeaux-style White Blend,Château Argadens,2012
13104,US,Santa Maria Valley,Rancho Viñedo,91,40.0,California,Alta Maria 2012 Rancho Viñedo Chardonnay (Santa Maria Valley),Chardonnay,Alta Maria,2012
13105,Austria,,Thal Reserve,92,,Kamptal,Hiedler 2012 Thal Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Hiedler,2012
13106,Italy,Chianti Classico,,87,32.0,Tuscany,Candialle 2012 Chianti Classico,Red Blend,Candialle,2012
13107,US,Rogue Valley,,84,28.0,Oregon,Weisinger 2012 Claret (Rogue Valley),Claret,Weisinger,2012
13108,US,Columbia Valley (WA),,86,15.0,Washington,Oâ€¢S Winery 2012 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Oâ€¢S Winery,2012
13109,Italy,Toscana,Rosso dei Notri,89,21.0,Tuscany,Tua Rita 2012 Rosso dei Notri Red (Toscana),Red Blend,Tua Rita,2012
13110,Portugal,,Monte da Peceguina,87,15.0,Alentejano,Herdade da Malhadinha Nova 2012 Monte da Peceguina White (Alentejano),Portuguese White,Herdade da Malhadinha Nova,2012
13111,Italy,Vino da Tavola,Fiorano Bianco,91,45.0,Italy Other,Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola),White Blend,Tenuta di Fiorano,2012
13112,US,Dry Creek Valley,Rattler Rock Old Vine,86,33.0,California,Truett Hurst 2012 Rattler Rock Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Truett Hurst,2012
13113,US,Russian River Valley,Pommard Clones,90,72.0,California,Papapietro Perry 2012 Pommard Clones Pinot Noir (Russian River Valley),Pinot Noir,Papapietro Perry,2012
13114,France,Viré-Clessé,Domaine des Chanzelles,86,30.0,Burgundy,Jean-Marie Challand 2012 Domaine des Chanzelles (Viré-Clessé),Chardonnay,Jean-Marie Challand,2012
13115,Italy,Rosso di Montepulciano,,90,18.0,Tuscany,Dei 2012 Rosso di Montepulciano,Red Blend,Dei,2012
13116,US,Texas,Estate Cuvée,86,50.0,Texas,Bending Branch 2012 Estate Cuvée Red (Texas),Red Blend,Bending Branch,2012
13117,Argentina,Mendoza,Made with Organic Grapes,85,11.0,Mendoza Province,Familia Cecchin 2012 Made with Organic Grapes Malbec (Mendoza),Malbec,Familia Cecchin,2012
13118,France,Pomerol,Barrel Sample,92,,Bordeaux,Château la Pointe 2012 Barrel Sample (Pomerol),Bordeaux-style Red Blend,Château la Pointe,2012
13119,France,Alsace,Cormier,86,30.0,Alsace,Domaine Loew 2012 Cormier Gewurztraminer (Alsace),Gewürztraminer,Domaine Loew,2012
13120,France,Sancerre,Domaine des Emois,86,30.0,Loire Valley,Joseph Mellot 2012 Domaine des Emois (Sancerre),Pinot Noir,Joseph Mellot,2012
13121,US,California,,87,16.0,California,Layer Cake 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,Layer Cake,2012
13122,Italy,Costa d'Amalfi,PerEva,87,24.0,Southern Italy,Tenuta San Francesco 2012 PerEva White (Costa d'Amalfi),White Blend,Tenuta San Francesco,2012
13123,US,Columbia Valley (WA),,90,28.0,Washington,Wind Rose 2012 Barbera (Columbia Valley (WA)),Barbera,Wind Rose,2012
13124,Spain,Rioja,Conde de Valdemar,82,10.0,Northern Spain,Bodegas Valdemar 2012 Conde de Valdemar Rosado (Rioja),Rosado,Bodegas Valdemar,2012
13125,US,Monterey,,85,10.0,California,Mandolin 2012 Chardonnay (Monterey),Chardonnay,Mandolin,2012
13126,Hungary,,Balf,87,17.0,Sopron,Weninger 2012 Balf Kékfrankos (Sopron),Kekfrankos,Weninger,2012
13127,Argentina,Uco Valley,Reserva,84,12.0,Mendoza Province,Finca El Origen 2012 Reserva Viognier (Uco Valley),Viognier,Finca El Origen,2012
13128,US,Russian River Valley,,87,35.0,California,Romililly 2012 Pinot Noir (Russian River Valley),Pinot Noir,Romililly,2012
13129,US,El Dorado County,Sumu-Kaw Vineyard,88,29.0,California,Dante Robere 2012 Sumu-Kaw Vineyard Mourvèdre (El Dorado County),Mourvèdre,Dante Robere,2012
13130,Portugal,,,86,12.0,Tejo,Quinta do Casal Branco 2012 White (Tejo),Portuguese White,Quinta do Casal Branco,2012
13131,US,Red Mountain,Collaboration Series II Ciel du Cheval Vineyard,91,65.0,Washington,Force Majeure 2012 Collaboration Series II Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,Force Majeure,2012
13132,Portugal,,Enigma Reserva,88,15.0,Tejo,Enoport 2012 Enigma Reserva Red (Tejo),Portuguese Red,Enoport,2012
13133,Argentina,Valle de Uco,The Angel Oak,80,19.0,Mendoza Province,SignoSeis 2012 The Angel Oak Rosé (Valle de Uco),Rosé,SignoSeis,2012
13134,Spain,Toro,Tinto Roble,87,20.0,Northern Spain,Rejadorada 2012 Tinto Roble (Toro),Tinta de Toro,Rejadorada,2012
13135,US,Dry Creek Valley,Teldeschi Vineyards Home Ranch,88,30.0,California,Del Carlo Winery 2012 Teldeschi Vineyards Home Ranch Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Del Carlo Winery,2012
13136,US,California,Inspiration A Red Wine,86,13.0,California,HandCraft 2012 Inspiration A Red Wine Red (California),Red Blend,HandCraft,2012
13137,US,Virginia,,86,30.0,Virginia,Jefferson Vineyards 2012 Viognier (Virginia),Viognier,Jefferson Vineyards,2012
13138,US,Alexander Valley,Left Tusque,90,45.0,California,Sanglier Cellars 2012 Left Tusque Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Sanglier Cellars,2012
13139,US,Russian River Valley,Starr Ridge Vineyard Estate,91,40.0,California,Thomas George 2012 Starr Ridge Vineyard Estate Chardonnay (Russian River Valley),Chardonnay,Thomas George,2012
13140,US,Santa Ynez Valley,Curtis Vineyard,88,30.0,California,Santa Barbara Winery 2012 Curtis Vineyard Petit Verdot (Santa Ynez Valley),Petit Verdot,Santa Barbara Winery,2012
13141,Spain,Yecla,Estate Bottled,83,5.0,Levante,Terrenal 2012 Estate Bottled Cabernet Sauvignon (Yecla),Cabernet Sauvignon,Terrenal,2012
13142,US,Willamette Valley,Doe Ridge Estate,93,75.0,Oregon,The Four Graces 2012 Doe Ridge Estate Pinot Noir,Pinot Noir,The Four Graces,2012
13143,France,Volnay,Santenots Premier Cru,91,,Burgundy,Henri de Villamont 2012 Santenots Premier Cru (Volnay),Pinot Noir,Henri de Villamont,2012
13144,US,California,Proprietary,89,32.0,California,Foundry 2012 Proprietary Red (California),Red Blend,Foundry,2012
13145,US,Willamette Valley,,87,20.0,Oregon,Walnut City WineWorks 2012 Chardonnay (Willamette Valley),Chardonnay,Walnut City WineWorks,2012
13146,Argentina,Mendoza,Finca La Escuela La Arena Soil Experts,91,30.0,Mendoza Province,TintoNegro 2012 Finca La Escuela La Arena Soil Experts Malbec (Mendoza),Malbec,TintoNegro,2012
13147,US,Willamette Valley,Estate,88,15.0,Oregon,Illahe 2012 Estate Pinot Gris (Willamette Valley),Pinot Gris,Illahe,2012
13148,US,Sonoma Coast,,91,36.0,California,Lombardi 2012 Chardonnay (Sonoma Coast),Chardonnay,Lombardi,2012
13149,US,Yakima Valley,,91,22.0,Washington,Fall Line 2012 Tempranillo (Yakima Valley),Tempranillo,Fall Line,2012
13150,France,Côtes du Rhône,,87,13.0,Rhône Valley,La Coterie 2012 Red (Côtes du Rhône),Rhône-style Red Blend,La Coterie,2012
13151,France,Haut-Médoc,,90,16.0,Bordeaux,Château Bernadotte 2012 Haut-Médoc,Bordeaux-style Red Blend,Château Bernadotte,2012
13152,France,Costières de Nîmes,Les Cimels,88,20.0,Rhône Valley,Château d'Or et de Gueules 2012 Les Cimels Red (Costières de Nîmes),Rhône-style Red Blend,Château d'Or et de Gueules,2012
13153,US,California,,85,8.0,California,Buffalo Grove 2012 Chardonnay (California),Chardonnay,Buffalo Grove,2012
13154,US,Columbia Gorge (WA),Blanc de Noir Sparkling Wine Atavus Vineyard,90,59.0,Washington,Analemma 2012 Blanc de Noir Sparkling Wine Atavus Vineyard Pinot Noir (Columbia Gorge (WA)),Pinot Noir,Analemma,2012
13155,France,Alsace,Marckrain Grand Cru,94,26.0,Alsace,Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Michel Fonne,2012
13156,Spain,Bierzo,Legado de Farro Roble,88,19.0,Northern Spain,Vinos de Arganza 2012 Legado de Farro Roble Mencía (Bierzo),Mencía,Vinos de Arganza,2012
13157,France,Saint-Émilion,,92,40.0,Bordeaux,Château Villemaurine 2012 Saint-Émilion,Bordeaux-style Red Blend,Château Villemaurine,2012
13158,France,Côtes de Bordeaux,Première Cuvée,88,20.0,Bordeaux,Château Lamothe de Haux 2012 Première Cuvée (Côtes de Bordeaux),Bordeaux-style Red Blend,Château Lamothe de Haux,2012
13159,US,Napa Valley,Estate Bottled,90,40.0,California,Spring Mountain Vineyard 2012 Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Spring Mountain Vineyard,2012
13160,Chile,,,86,12.0,Casablanca Valley,Veramonte 2012 Pinot Noir (Casablanca Valley),Pinot Noir,Veramonte,2012
13161,US,Russian River Valley,,90,34.0,California,Fritz 2012 Pinot Noir (Russian River Valley),Pinot Noir,Fritz,2012
13162,Italy,Barolo,Gattera,91,56.0,Piedmont,Revello Fratelli 2012 Gattera (Barolo),Nebbiolo,Revello Fratelli,2012
13163,Spain,Jumilla,Luzón Blanco,83,10.0,Levante,Bodegas Luzón 2012 Luzón Blanco White (Jumilla),White Blend,Bodegas Luzón,2012
13164,US,California,,90,13.0,California,HandCraft 2012 Malbec (California),Malbec,HandCraft,2012
13165,US,Columbia Valley (WA),,86,40.0,Washington,Patterson 2012 Syrah (Columbia Valley (WA)),Syrah,Patterson,2012
13166,France,Marsannay,Les Vignes Marie,85,35.0,Burgundy,Derey Frères 2012 Les Vignes Marie (Marsannay),Pinot Noir,Derey Frères,2012
13167,US,Anderson Valley,Untended,90,35.0,California,Donkey & Goat 2012 Untended Chardonnay (Anderson Valley),Chardonnay,Donkey & Goat,2012
13168,US,Russian River Valley,,92,35.0,California,Amici 2012 Pinot Noir (Russian River Valley),Pinot Noir,Amici,2012
13169,US,Lodi,Lot 466,87,12.0,California,Cameron Hughes 2012 Lot 466 Red (Lodi),Red Blend,Cameron Hughes,2012
13170,US,Napa Valley,Thalia,86,55.0,California,Peju 2012 Thalia Red (Napa Valley),Red Blend,Peju,2012
13171,Italy,Conegliano Valdobbiadene Prosecco Superiore,Millesimato Extra Dry,87,25.0,Veneto,Bacio della Luna 2012 Millesimato Extra Dry (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bacio della Luna,2012
13172,US,Columbia Valley (WA),,94,40.0,Washington,Gramercy 2012 Syrah (Columbia Valley (WA)),Syrah,Gramercy,2012
13173,US,Columbia Valley (WA),Lumière,89,30.0,Washington,Sparkman 2012 Lumière Chardonnay (Columbia Valley (WA)),Chardonnay,Sparkman,2012
13174,Italy,Bramaterra,,93,30.0,Piedmont,Colombera & Garella 2012 Bramaterra,Red Blend,Colombera & Garella,2012
13175,Portugal,,Herdade da Farizoa Grande Reserva,93,55.0,Alentejo,Companhia das Quintas 2012 Herdade da Farizoa Grande Reserva Red (Alentejo),Portuguese Red,Companhia das Quintas,2012
13176,US,Sierra Foothills,,87,30.0,California,La Folia Winery 2012 Barbera (Sierra Foothills),Barbera,La Folia Winery,2012
13177,US,Columbia Valley (WA),Cuvée Arlette,93,50.0,Washington,Lauren Ashton Cellars 2012 Cuvée Arlette Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Lauren Ashton Cellars,2012
13178,US,Carmel Valley,Almond Flat Estate Bottled,86,30.0,California,Galante 2012 Almond Flat Estate Bottled Pinot Noir (Carmel Valley),Pinot Noir,Galante,2012
13179,US,Potter Valley,Thornton Ranch,87,16.0,California,Naughty Boy 2012 Thornton Ranch Chardonnay (Potter Valley),Chardonnay,Naughty Boy,2012
13180,US,Columbia Valley (WA),Reserve,87,18.0,Washington,Waterbrook 2012 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Waterbrook,2012
13181,US,Livermore Valley,1846,89,30.0,California,Nottingham Cellars 2012 1846 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Nottingham Cellars,2012
13182,Argentina,Mendoza,La Mascota,84,15.0,Mendoza Province,Mascota 2012 La Mascota Chardonnay (Mendoza),Chardonnay,Mascota,2012
13183,Italy,Primitivo di Manduria,San Gaetano,85,12.0,Southern Italy,Cantine Due Palme 2012 San Gaetano (Primitivo di Manduria),Primitivo,Cantine Due Palme,2012
13184,Portugal,,Maria Mora,84,,Alentejano,Magnum Vinhos 2012 Maria Mora White (Alentejano),Portuguese White,Magnum Vinhos,2012
13185,Portugal,,Bucellas,88,25.0,Bucelas,Caves Velhas 2012 Bucellas Arinto (Bucelas),Arinto,Caves Velhas,2012
13186,US,Leelanau Peninsula,Estate Franc 'n' Franc,87,25.0,Michigan,Shady Lane 2012 Estate Franc 'n' Franc Red (Leelanau Peninsula),Red Blend,Shady Lane,2012
13187,US,Santa Barbara County,Upslope,93,75.0,California,Jaffurs 2012 Upslope Syrah (Santa Barbara County),Syrah,Jaffurs,2012
13188,US,Yakima Valley,Reserve,85,42.0,Washington,Kennedy Shah 2012 Reserve Syrah (Yakima Valley),Syrah,Kennedy Shah,2012
13189,France,Cahors,,94,50.0,Southwest France,Château Lagrézette 2012 Malbec (Cahors),Malbec,Château Lagrézette,2012
13190,Chile,,,83,20.0,Maipo Valley,Primus 2012 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Primus,2012
13191,Italy,Chianti Classico,Beatrice,89,42.0,Tuscany,Viticcio 2012 Beatrice (Chianti Classico),Red Blend,Viticcio,2012
13192,US,Russian River Valley,Boschetti Vineyard Old Vine,90,20.0,California,River Road 2012 Boschetti Vineyard Old Vine Zinfandel (Russian River Valley),Zinfandel,River Road,2012
13193,US,Russian River Valley,Zio Tony Ranch,90,65.0,California,Patz & Hall 2012 Zio Tony Ranch Chardonnay (Russian River Valley),Chardonnay,Patz & Hall,2012
13194,US,Fiddletown,Lyman Vineyard Reserve,85,26.0,California,Winery by the Creek 2012 Lyman Vineyard Reserve Zinfandel (Fiddletown),Zinfandel,Winery by the Creek,2012
13195,US,Sta. Rita Hills,,90,32.0,California,Sanford 2012 Chardonnay (Sta. Rita Hills),Chardonnay,Sanford,2012
13196,US,Carneros,Hyde Vineyard,94,60.0,California,Patz & Hall 2012 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall,2012
13197,Italy,Chianti Classico,Gran Selezione,90,47.0,Tuscany,Castello di Radda 2012 Gran Selezione (Chianti Classico),Sangiovese,Castello di Radda,2012
13198,US,California,City Lights,80,16.0,California,Casa Tiene Vista 2012 City Lights Chardonnay (California),Chardonnay,Casa Tiene Vista,2012
13199,US,Yakima Valley,Lewis Vineyard,92,65.0,Washington,Va Piano 2012 Lewis Vineyard Syrah (Yakima Valley),Syrah,Va Piano,2012
13200,Germany,,Scharzhofberger GL Spätlese,94,45.0,Mosel,Reichsgraf von Kesselstatt 2012 Scharzhofberger GL Spätlese Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt,2012
13201,Austria,,Friendly,88,20.0,Kamptal,Laurenz V. 2012 Friendly Grüner Veltliner (Kamptal),Grüner Veltliner,Laurenz V.,2012
13202,Italy,Vino Nobile di Montepulciano,,88,25.0,Tuscany,Nottola 2012 Vino Nobile di Montepulciano,Red Blend,Nottola,2012
13203,Italy,Friuli Grave,075 Carati,86,16.0,Northeastern Italy,Piera Martellozzo 2012 075 Carati Pinot Grigio (Friuli Grave),Pinot Grigio,Piera Martellozzo,2012
13204,US,Columbia Valley (WA),Reserve,85,50.0,Washington,Woodinville Wine Cellars 2012 Reserve Syrah (Columbia Valley (WA)),Syrah,Woodinville Wine Cellars,2012
13205,US,Sierra Foothills,Highlander,87,24.0,California,Chacewater 2012 Highlander Red (Sierra Foothills),Red Blend,Chacewater,2012
13206,US,Santa Barbara County,M5 Reserve,90,38.0,California,Margerum 2012 M5 Reserve Red (Santa Barbara County),Rhône-style Red Blend,Margerum,2012
13207,Italy,Barolo,Cerretta,92,75.0,Piedmont,Luigi Baudana 2012 Cerretta (Barolo),Nebbiolo,Luigi Baudana,2012
13208,Portugal,,,86,45.0,Alentejano,Cortes de Cima 2012 Touriga Nacional (Alentejano),Touriga Nacional,Cortes de Cima,2012
13209,US,Sonoma Coast,Annapolis,90,50.0,California,Wild Ridge 2012 Annapolis Pinot Noir (Sonoma Coast),Pinot Noir,Wild Ridge,2012
13210,US,Paso Robles,Oblate,88,42.0,California,Guyomar 2012 Oblate Red (Paso Robles),Red Blend,Guyomar,2012
13211,Italy,Rosso di Montalcino,,89,19.0,Tuscany,Campogiovanni 2012 Rosso di Montalcino,Sangiovese,Campogiovanni,2012
13212,France,Alsace,Réserve,87,25.0,Alsace,Gustave Lorentz 2012 Réserve Gewurztraminer (Alsace),Gewürztraminer,Gustave Lorentz,2012
13213,US,Sta. Rita Hills,,88,32.0,California,Dolin 2012 Pinot Noir (Sta. Rita Hills),Pinot Noir,Dolin,2012
13214,US,Wahluke Slope,Tribute,91,32.0,Washington,Fielding Hills 2012 Tribute Red (Wahluke Slope),Red Blend,Fielding Hills,2012
13215,US,Russian River Valley,,93,24.0,California,Zepaltas 2012 Chardonnay (Russian River Valley),Chardonnay,Zepaltas,2012
13216,US,Sonoma Coast,Rayhill Vineyard,88,60.0,California,Landmark 2012 Rayhill Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Landmark,2012
13217,Italy,Offida Pecorino,,86,28.0,Central Italy,Centanni Giacomo 2012 Offida Pecorino,Pecorino,Centanni Giacomo,2012
13218,Germany,,Scharzhofberger Spätlese,93,30.0,Mosel,Bischöfliche Weingüter Trier 2012 Scharzhofberger Spätlese Riesling (Mosel),Riesling,Bischöfliche Weingüter Trier,2012
13219,Italy,Trentino,Vigna di Saosent,87,24.0,Northeastern Italy,Cembra 2012 Vigna di Saosent Pinot Nero (Trentino),Pinot Nero,Cembra,2012
13220,Spain,Montsant,Bugader,92,80.0,Catalonia,Joan D'Anguera 2012 Bugader Red (Montsant),Red Blend,Joan D'Anguera,2012
13221,US,Walla Walla Valley (WA),Estate,94,85.0,Washington,Figgins 2012 Estate Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Figgins,2012
13222,US,St. Helena,Estate,87,50.0,California,Benessere 2012 Estate Sagrantino (St. Helena),Sagrantino,Benessere,2012
13223,Germany,,Herrenberg Eiswein,93,314.0,Mosel,Maximin Grünhäuser 2012 Herrenberg Eiswein Riesling (Mosel),Riesling,Maximin Grünhäuser,2012
13224,France,Pessac-Léognan,,94,40.0,Bordeaux,Château la Louvière 2012 Pessac-Léognan,Bordeaux-style White Blend,Château la Louvière,2012
13225,US,Dundee Hills,Winery Hill Vineyard,94,90.0,Oregon,Domaine Serene 2012 Winery Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene,2012
13226,US,Santa Barbara County,White Hawk Vineyard,88,40.0,California,Mulvane Wine Co. 2012 White Hawk Vineyard Syrah (Santa Barbara County),Syrah,Mulvane Wine Co.,2012
13227,Austria,,Hommage Reserve,91,,Weinviertel,R&A; Pfaffl 2012 Hommage Reserve Grüner Veltliner (Weinviertel),Grüner Veltliner,R&A; Pfaffl,2012
13228,US,Coombsville,GEO,91,75.0,California,Silverado 2012 GEO Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Silverado,2012
13229,US,Ancient Lakes,,85,12.0,Washington,Jones of Washington 2012 Riesling (Ancient Lakes),Riesling,Jones of Washington,2012
13230,US,Dundee Hills,Vista Hills,93,30.0,Oregon,Aubichon Cellars 2012 Vista Hills Pinot Gris (Dundee Hills),Pinot Gris,Aubichon Cellars,2012
13231,US,Seneca Lake,Dry Estate Bottled and Grown,90,19.0,New York,Hermann J. Wiemer 2012 Dry Estate Bottled and Grown Riesling (Seneca Lake),Riesling,Hermann J. Wiemer,2012
13232,Italy,Toscana,Alte d'Altesi,93,40.0,Tuscany,Altesino 2012 Alte d'Altesi Red (Toscana),Red Blend,Altesino,2012
13233,Australia,Barossa Valley,Descendant,95,125.0,South Australia,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,Torbreck,2012
13234,Italy,Montefalco Rosso,,90,18.0,Central Italy,Di Filippo 2012 Montefalco Rosso,Red Blend,Di Filippo,2012
13235,US,Columbia Valley (WA),02:02:00,91,78.0,Washington,Tenor 2012 2:2 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Tenor,2012
